	source_intensity	horizontal_distance	vertical_distance	felt_damage	insulation
100974	3.26827E+11	667.977234	616.5349215	1	0.259619047
100975	16431886.1	394.6612717	745.0760684	1	0.504328051
100976	99643469763	516.6019259	651.1920386	1	0.381198384
100977	587280628.2	688.5900731	788.7757887	0	0.138374345
100978	2.57E-05	433.7065332	630.827177	1	0.069312832
100979	70870.33109	340.3564682	813.1445317	1	0.091073871
100980	243942856	628.1290266	391.5661822	0	0.972100495
100981	98.07767897	579.5182823	-350.2727119	0	0.182350563
100982	0.054534746	443.8559501	514.4547845	0	0.380401036
100983	0.012877225	638.3919114	921.7683957	1	0.492531337
100984	3.62E-05	304.3945068	724.7229632	0	0.149552475
100985	1.974469623	485.5343473	397.2726975	1	0.192522978
100986	5.21E-05	337.8393925	744.1939526	1	0.127342348
100987	1.762718648	628.0193292	851.7029188	0	0.340250508
100988	0.000702335	490.948824	237.1640403	1	0.243025598
100989	0.000908607	152.7736502	824.4393728	1	0.570078499
100990	1.23E+18	788.1149138	140.4459287	0	0.872492247
100991	3.77852E+11	644.2293478	534.1813808	1	0.157212715
100992	0.62686229	613.592853	542.9313562	1	0.092908886
100993	8.308419841	569.158152	345.515714	1	0.395243007
100994	1973866136	772.9275914	458.479879	0	0.206907455
100995	16.25195664	571.6821221	571.730942	1	0.851514377
100996	0.262593535	232.4888057	401.1289432	1	0.178875331
100997	0.313992677	520.5583091	717.9092826	0	0.461367949
100998	0.753040133	446.1018266	300.3434343	1	0.337958298
100999	2.36E-06	392.0398092	399.7321543	1	0.509929515
101000	10856079544	758.2262902	531.0022838	1	0.936625386
101001	0.334793054	895.4317666	437.1070494	1	0.954156501
101002	45165511827	628.2000829	353.208383	0	0.527808731
101003	2612434273	372.4867031	717.8533412	1	0.029171552
101004	118278.5617	813.7038447	670.2271703	1	0.797608781
101005	891898581.8	112.8075494	55.24264977	1	0.111966671
101006	0.379611516	452.8277144	472.4678409	1	0.647496113
101007	0.001314924	563.0970144	545.2167255	0	0.428008374
101008	0.000133764	218.3668666	507.1152877	1	0.11191796
101009	16.64691554	333.5774449	203.6182012	1	0.344498951
101010	2086077.256	386.4765311	488.9760609	0	0.703544329
101011	14779.69466	656.7530043	435.6235104	1	0.68117745
101012	5.39695E+15	518.7712235	664.9425698	0	0.330882405
101013	55837.34711	495.0988837	192.2231164	1	0.009199153
101014	0.000597568	408.4522414	295.7993985	0	0.180491273
101015	190.9875731	590.0222276	155.5759182	0	0.468551938
101016	151528971.3	722.6963958	561.1268919	0	0.879427041
101017	0.003690619	460.418167	448.8363737	1	0.640754291
101018	0.000353599	665.6924402	425.1019608	0	0.968839889
101019	8768727851	685.2074448	459.5717511	0	0.387348342
101020	15392685.01	423.9846228	753.627634	1	0.457731362
101021	42.30040486	549.2317053	630.950262	0	0.939933342
101022	0.001794009	649.4959096	20.30764563	0	0.673683001
101023	0.10758482	375.7229403	592.277344	1	0.585255052
101024	3181.483096	583.5633605	503.3626915	0	0.023724382
101025	6670376.594	604.4312238	558.3708268	1	0.170501547
101026	964842470.9	282.0739013	656.3713427	1	0.129155846
101027	318.0976469	370.2414391	595.1416361	1	0.149153383
101028	6.33E-06	364.6476433	216.3482827	1	0.22071571
101029	9.88207E+11	317.101189	579.8066959	0	0.251634807
101030	17595380216	760.7454706	417.9973035	0	0.48656596
101031	370326945.9	543.1652207	518.6202064	0	0.208083197
101032	3.72159E+11	610.5157886	520.7546721	1	0.628505583
101033	72325823.06	1191.676617	376.6928812	0	0.83157711
101034	34.07990578	242.5654586	293.9317409	1	0.088169275
101035	3.01E-06	622.4541684	422.7960868	0	0.893908624
101036	2.92E-05	152.676571	777.3654225	0	0.229539816
101037	0.005739678	332.4310439	180.699759	1	0.694434821
101038	25614764.03	640.2431359	866.0148686	0	0.942956154
101039	1.01302E+13	352.3270226	516.3567023	0	0.855859707
101040	7.42959E+11	725.624655	666.8834241	0	0.386580073
101041	0.003914573	325.7632406	453.7008288	0	0.818981724
101042	2.273246024	686.7227655	423.8149732	1	0.488345174
101043	0.000576055	814.744939	814.4771007	0	0.849930549
101044	5.89074E+13	498.6513635	571.6707894	0	0.199977639
101045	0.000998563	617.7150259	58.17551863	1	0.063042777
101046	1.393678153	682.315332	653.3347918	1	0.644776861
101047	7.96957E+11	832.5242136	579.1234204	0	0.395036361
101048	12870.92223	415.0989125	536.2915802	0	0.595758276
101049	315376.1692	578.6826132	479.3118446	1	0.077704066
101050	3229.910868	1162.770862	251.8421811	1	0.750035894
101051	0.221514283	560.6160723	613.1099795	1	0.084095068
101052	38539.13603	662.4253018	331.4138361	1	0.209623307
101053	930653.1405	670.2112486	491.5531285	0	0.053404249
101054	0.00063425	476.7893785	326.5777007	0	0.974152223
101055	8398742.297	154.7331923	801.8534479	1	0.283964483
101056	0.005313499	650.4447071	275.3881523	0	0.742336843
101057	2.09532E+11	246.7018119	511.8636385	1	0.078662829
101058	23.14211759	671.6030484	1029.888415	0	0.226563586
101059	197701.0433	450.4112024	388.4335701	1	0.601635556
101060	1355.217846	495.8627688	-85.89311937	1	0.939745028
101061	9437980.601	485.9524716	943.7164216	0	0.200037802
101062	50.34148393	409.4530467	273.5476077	0	0.137540946
101063	4342989.8	557.3726268	510.2344689	0	0.339017887
101064	1386679.781	260.6015073	380.1603431	0	0.823572788
101065	4.66E-05	608.4474549	792.6575984	1	0.162254282
101066	441360.2784	175.6869144	379.1908804	0	0.133816818
101067	0.009802448	561.3847845	681.9953625	0	0.043811843
101068	0.21582824	236.6000193	216.3218161	0	0.863074265
101069	0.125777544	230.0290686	495.6919325	1	0.130746662
101070	0.006071527	251.8848364	382.8747756	0	0.102216144
101071	2.4668E+11	341.9248617	397.1815077	0	0.201280222
101072	0.000372886	526.2424625	558.4943658	1	0.943212041
101073	4058103.942	619.7772278	285.2128352	0	0.450871439
101074	0.000339755	257.4694657	319.5517194	1	0.384757337
101075	0.52944671	332.3706492	576.9990206	0	0.650416349
101076	1.50E-05	172.451512	720.3046416	0	0.890898876
101077	1.44E-06	721.8988424	280.3452264	1	0.322612843
101078	1781956.272	396.8691964	445.2756954	0	0.650386818
101079	58.84512435	455.7993817	237.4731517	1	0.807265825
101080	6.91E+19	474.4668828	169.8896636	1	0.133590592
101081	2.06E-05	543.0448253	493.5818497	1	0.446809031
101082	13368.34833	280.4626209	694.7822067	1	0.882226923
101083	112518.389	170.5666107	460.1361626	0	0.592053546
101084	0.042297874	191.2179381	398.103165	0	0.810831545
101085	2.76E-06	704.6317281	541.8006392	0	0.139834038
101086	2.33360604	432.0622056	438.385302	1	0.320669882
101087	188254.6404	493.1912446	419.6908167	0	0.061637597
101088	0.000187818	544.2247673	528.3756055	1	0.288745156
101089	0.230106531	431.364855	543.4317369	1	0.411630742
101090	1.161566407	307.5503458	484.4992944	1	0.673135978
101091	1.91E-05	371.3077476	623.5429141	0	0.659785794
101092	52337735872	333.0432054	476.9755156	0	0.036620194
101093	102.2328857	277.4158551	352.8242949	0	0.349079724
101094	0.779918048	820.5127242	338.6790009	1	0.551972876
101095	11476486.85	341.2071691	406.0404912	1	0.111265649
101096	191.0216103	574.2278943	316.9727	1	0.886475163
101097	13031249002	459.4270265	426.0657351	0	0.045671229
101098	2.05E-06	87.22384439	487.2812382	0	0.798418968
101099	325338.5167	530.2901264	188.8590093	1	0.231661899
101100	12.32441704	583.5475207	500.5741474	0	0.586342362
101101	2.40124E+11	102.6770371	792.7586815	1	0.572045138
101102	73625064.78	282.8079776	227.6640337	0	0.285570874
101103	1882.670346	550.3854842	306.8231659	0	0.612314021
101104	2977.893297	579.5766802	446.3749042	0	0.93250511
101105	10.26088342	955.9088377	663.3842283	0	0.962792308
101106	3646514157	358.1047844	488.5064592	1	0.373469414
101107	0.001828929	615.1046035	457.8456059	0	0.933428958
101108	5.112342028	448.5220829	505.3465957	1	0.027015257
101109	382649.8754	312.1098333	341.6582507	1	0.023417518
101110	8.56E-06	201.3472716	239.4458213	1	0.14445567
101111	8.48E-07	596.2679618	556.9607775	0	0.99120132
101112	74259163	502.500382	332.377902	1	0.838411915
101113	0.001120972	391.7883926	671.9431732	1	0.514932341
101114	54187034.81	289.9773585	308.6912049	0	0.246124076
101115	0.055393409	341.0861189	683.1963159	0	0.408797692
101116	1.86E-05	285.4451712	636.0278505	0	0.703196199
101117	6.37768E+11	532.3997791	934.2184676	1	0.678412523
101118	0.364967311	516.7915828	321.8866482	1	0.492741991
101119	3382155367	380.7780999	544.5955094	0	0.05772746
101120	5.37E+22	407.3620896	453.640277	0	0.020054541
101121	9.73114E+13	414.4095083	585.9123626	1	0.223506712
101122	0.209179479	910.8846205	724.8243989	1	0.150351626
101123	7.30474E+12	502.5239486	660.9685485	0	0.750114797
101124	5247821294	607.5077918	334.4889422	1	0.063881495
101125	4.86E-06	113.9737676	473.2902755	1	0.126111921
101126	9.94E-08	146.1626803	207.7021445	0	0.818213772
101127	2072.853817	32.89494404	937.2450114	1	0.037045422
101128	116569.923	395.218653	384.696542	0	0.649075504
101129	782361679.8	514.1192805	347.5041426	1	0.212961279
101130	766001350	636.7855588	642.7211896	1	0.085894672
101131	588.0310711	471.5805233	420.9549935	0	0.513327792
101132	0.003558167	284.929665	751.648507	1	0.009592924
101133	128354110.2	437.9230945	635.6271829	1	0.159991491
101134	2465876247	454.4092392	256.134274	1	0.237698593
101135	100.6654747	226.0768208	479.145753	0	0.779774953
101136	0.288268887	474.9840123	117.5262073	0	0.830272637
101137	0.010349741	746.6611984	869.3226195	1	0.189466774
101138	0.001671596	420.0711583	488.3770911	1	0.764472985
101139	6.04E-05	617.4009424	373.1811705	1	0.008033256
101140	1.6262E+12	536.371155	668.2175941	0	0.866456447
101141	4.1407019	203.9605914	151.176273	0	0.609302724
101142	0.000812265	710.0659521	470.6441089	0	0.599252672
101143	18.16805103	536.6333482	787.3330635	1	0.260388643
101144	0.02336885	66.79228931	641.0275433	0	0.608110273
101145	50155.62274	316.1873573	834.8273412	1	0.391639181
101146	0.043746554	531.9924537	582.9892742	0	0.962693366
101147	6.885014531	167.2727749	702.5073704	1	0.374695659
101148	15.45308291	333.4025078	383.5597902	1	0.624491893
101149	4.36E-07	300.7458843	486.7728681	0	0.086879517
101150	978.6081329	319.4195658	213.7179984	1	0.192763793
101151	1.195684351	484.7196531	512.6822205	1	0.269368092
101152	285952.7193	515.5072271	340.4137181	1	0.99289169
101153	1859.860512	516.7131284	716.3118632	1	0.837828561
101154	7.28761E+11	576.767407	591.4194985	1	0.765677221
101155	155893522.7	686.5545609	573.5560736	0	0.175561629
101156	7.31902334	656.2696426	474.0831268	0	0.509582399
101157	407322.5524	268.051747	360.9173044	1	0.8624576
101158	78.35247466	598.8866559	510.0992925	1	0.904273582
101159	0.146342151	125.8332686	626.7294357	0	0.591377622
101160	0.013551379	731.6456926	549.8523648	1	0.253033951
101161	0.000243811	632.5256392	342.2130094	0	0.92376899
101162	0.004889368	468.6023904	298.7545297	0	0.445628512
101163	1.77E-06	298.1817163	583.3717806	1	0.650120344
101164	0.148669962	639.5542985	240.9279262	1	0.599248293
101165	6.77E-06	219.3023041	578.2688213	0	0.189317648
101166	2486776064	655.5990557	188.7094225	1	0.117356255
101167	9.72E-06	538.5792474	766.0070911	1	0.414212988
101168	9.76711E+12	414.9342331	565.5613098	0	0.821637747
101169	239676094.7	542.1802346	485.5137089	0	0.083442017
101170	27528079398	912.791903	649.9730263	0	0.043271782
101171	8.325481746	251.8814446	623.3190323	1	0.682169741
101172	4.25E-06	505.2344943	396.7637303	1	0.643260602
101173	0.074448449	423.1500579	487.5087714	1	0.015657317
101174	46153104.62	525.1209416	688.3411751	1	0.640520354
101175	3.179989445	543.7343021	487.065938	0	0.926637736
101176	0.009752827	715.7052704	440.0942421	0	0.716443877
101177	789577.8518	270.3659676	473.9247721	0	0.410242868
101178	1.33E+21	775.9266975	362.9722884	0	0.612858
101179	43.736431	504.6060975	674.7721038	1	0.650739925
101180	3560392205	135.9070415	734.6863128	1	0.472653458
101181	0.861728496	375.5526159	514.6163752	1	0.766522555
101182	389971151.6	557.4700694	627.7334435	0	0.00548149
101183	89.66021616	601.3720909	368.0202747	1	0.083744129
101184	68415958.06	467.7736622	351.771429	1	0.226975462
101185	788203.5666	409.4339013	614.9392355	1	0.944940393
101186	0.000223271	672.1055108	99.59916422	1	0.771875418
101187	0.000356965	648.4760129	214.3980631	0	0.483473232
101188	545.5121806	426.3661367	187.769248	1	0.596285344
101189	31182.48359	334.2277912	808.8305832	1	0.860325441
101190	34777101283	240.7699241	153.6696092	0	0.046182521
101191	540351.0811	464.8167382	663.8381394	1	0.014042268
101192	1.1166E+12	854.3337447	899.957393	1	0.270302827
101193	9.14709E+13	921.1140422	11.3601051	0	0.441374183
101194	47535.68404	257.0356432	395.9852018	0	0.910218808
101195	1480.897029	642.478543	683.3972052	1	0.843781417
101196	5.14E-06	484.4124238	229.4814787	1	0.249160899
101197	0.000200167	610.052709	627.7386425	1	0.472245363
101198	0.001097222	1063.727106	531.3307023	0	0.026918329
101199	0.041583553	727.4441555	123.870478	0	0.510426999
101200	15.74551643	816.7022903	533.7981645	0	0.374658692
101201	4.69E-06	322.9285668	405.824514	0	0.445458999
101202	1.18E-05	80.04622426	579.1677307	1	0.134025331
101203	2847.237438	441.2349767	764.9199775	0	0.954514233
101204	1.08E-05	911.8747622	559.1521071	1	0.570187011
101205	122.2041131	776.8687995	799.4029974	0	0.122741224
101206	0.148595275	431.5626469	599.0955355	0	0.910391329
101207	2045325057	621.9480252	423.8323818	1	0.558256641
101208	0.000547777	559.9308177	953.4714886	0	0.426802402
101209	8.49E-05	246.3461152	351.9085902	1	0.21585114
101210	0.095047138	569.0437939	620.4639302	0	0.308668462
101211	4.25E+17	780.5656885	627.1590475	1	0.597789708
101212	7.43784E+12	656.9507778	525.5014718	0	0.561815771
101213	5.85923E+13	230.110498	878.9611151	1	0.980411019
101214	20547.61933	133.235239	666.748004	0	0.925988156
101215	887.7275854	828.1508636	609.7596429	0	0.716394058
101216	6.39E-07	640.3096499	409.5992403	1	0.042520978
101217	125578.726	769.8324642	917.9430142	1	0.725836181
101218	0.0005159	888.8554413	531.7358054	0	0.217839548
101219	1.151807662	271.1150133	961.4520501	0	0.171159905
101220	17697.9885	603.4767872	374.0416127	0	0.168618143
101221	0.000429001	453.1123333	500.6546486	1	0.222220626
101222	51747.19584	482.6027391	835.6238842	1	0.065000388
101223	0.00106311	437.4030102	362.9583003	0	0.780014564
101224	378491.2548	415.6739211	430.3188032	1	0.243233099
101225	4738568.551	417.5483926	301.4293131	1	0.472886058
101226	1621546.256	567.685274	778.818243	0	0.015261853
101227	0.000369475	481.1386738	368.7747631	0	0.617316519
101228	4.656739404	709.2741281	407.2207045	0	0.615225297
101229	2.62E+19	298.2586527	296.5935558	1	0.509316532
101230	4649390.324	604.3235126	547.3659755	0	0.756079594
101231	0.000146137	253.1315642	365.3150958	1	0.509774027
101232	2028.891743	324.4532091	207.8609361	0	0.361583212
101233	169382.7415	472.4489005	61.41445828	0	0.484199162
101234	0.047896468	461.079615	409.1128228	0	0.255124831
101235	1.554608986	569.3773274	745.9497364	1	0.011002674
101236	0.375369557	751.5383229	671.8117632	0	0.360007625
101237	1.622862056	734.7367583	496.2340891	1	0.045070304
101238	6.26E-05	490.7315297	464.5060485	1	0.163283251
101239	2.68E-05	867.6767391	454.2050671	0	0.508132514
101240	0.0142121	383.1981673	801.6099386	0	0.329894004
101241	72827.13447	500.3225519	650.1265272	0	0.423315396
101242	5.503283677	466.1494622	261.662676	1	0.137350992
101243	0.059047662	627.6909261	497.2834031	0	0.378627822
101244	0.000910156	460.1563374	330.866338	1	0.043081326
101245	1.06E+17	504.406482	356.1730747	0	0.049999956
101246	0.002319413	570.871855	601.4702645	0	0.2343293
101247	4.69114548	781.0031041	365.1879075	1	0.492635534
101248	2.66E-05	448.770544	535.6075404	0	0.207518171
101249	14429.6919	608.6538099	614.9167608	1	0.314932802
101250	1202.213835	450.8265246	309.4920988	1	0.536337835
101251	9.10435E+11	586.414328	586.0549785	0	0.781067672
101252	1.72E+19	208.8796849	481.3685644	0	0.813145415
101253	10510538227	724.9265279	591.17972	0	0.441248394
101254	55.01580833	363.2725048	294.8617133	0	0.382975448
101255	0.013218207	257.1892421	597.9602439	1	0.66538462
101256	1.80E-06	922.7738905	641.7228896	1	0.756576518
101257	0.000105055	686.1151706	668.8464802	1	0.046186472
101258	0.000243491	444.1046152	485.7607259	0	0.672920837
101259	93926.19434	242.955929	433.1947031	0	0.029855856
101260	0.002317961	662.1586612	525.5485883	1	0.120963939
101261	1.156958244	471.5467997	957.8870093	0	0.642804557
101262	2182.119019	633.7001428	592.4927666	0	0.617101497
101263	526127454	924.8133138	429.1335595	0	0.247007032
101264	9.88409E+14	432.5839645	290.3708638	0	0.530392919
101265	0.024320916	577.6583646	405.8453122	1	0.050364005
101266	9.86647E+15	371.5518497	608.1655083	1	0.880937309
101267	2.39171E+11	327.2916047	527.4608702	0	0.820374563
101268	18458306.41	644.2630082	604.7464205	0	0.462718791
101269	0.070012299	366.2135368	709.3876337	0	0.619976832
101270	0.006342464	557.1637625	217.555987	0	0.599170438
101271	2130628610	615.1477964	667.8424589	0	0.739892215
101272	0.028305776	565.1843568	347.669922	1	0.550408494
101273	4.92646638	154.1865259	528.7313036	0	0.466853424
101274	0.635742753	123.7016869	493.790479	1	0.908453766
101275	0.000660777	420.8440366	787.6706927	1	0.366996955
101276	585658154.9	298.2044812	339.5226526	0	0.213135562
101277	0.00061603	924.8387664	274.43993	1	0.506887711
101278	5.86E+19	557.2392064	748.3135797	1	0.387847659
101279	4.45607798	418.9910179	519.5062293	1	0.656344836
101280	0.037964181	342.3384219	242.6296632	0	0.56355352
101281	55.74379862	750.398958	628.2152242	0	0.6769427
101282	26465.96023	245.1045845	630.0212316	1	0.067680322
101283	20842490945	324.5147389	443.7957982	0	0.930696514
101284	53.9864656	402.1922085	598.6777019	1	0.585703996
101285	321.4419059	735.8119587	337.0206693	0	0.317510735
101286	71.13403003	736.9414018	192.4327434	0	0.249877621
101287	1.03E-05	449.0997491	305.831199	1	0.888252961
101288	84.33033591	963.2411611	815.4790154	0	0.241869604
101289	18.64740664	697.0543537	693.026197	0	0.388319482
101290	0.000119734	338.7504505	746.4417272	0	0.332857989
101291	2.555710384	255.3768255	667.9858298	1	0.331993483
101292	0.023545432	165.3547134	739.1965291	0	0.104087199
101293	706200.8693	379.5610925	695.8085085	0	0.551154297
101294	3.92754E+11	249.7776263	225.9574012	0	0.265898298
101295	0.300753275	518.6578	268.9088187	1	0.766326927
101296	0.496257564	338.4441934	277.978454	0	0.391493305
101297	0.029954999	55.10038355	349.2525262	0	0.552604992
101298	4754.036012	648.3669153	571.3101842	1	0.859337929
101299	0.002718841	544.4535811	312.0979293	1	0.576771577
101300	109838.2886	361.9877897	288.6000608	0	0.198207624
101301	3721.691039	682.2464997	432.2344327	0	0.823946448
101302	330052.4695	543.8539031	710.1269332	1	0.033212105
101303	0.008312777	551.3365168	500.5903329	0	0.460555678
101304	2.091359491	654.7836955	346.3152042	1	0.883703895
101305	0.017058668	687.0805622	177.3783497	0	0.39597609
101306	18.39432954	717.9886631	688.9469546	1	0.441860849
101307	199219.8772	588.9469521	620.6974446	1	0.236787262
101308	2829463777	432.2710044	336.957013	0	0.393192879
101309	43.59957858	570.4146072	900.7789545	1	0.641681331
101310	3360.297444	300.6177924	551.7090104	1	0.099281183
101311	541104.9671	465.6462833	412.9558067	1	0.769779881
101312	3.79E-05	439.0138094	614.1882494	0	0.146210717
101313	1.12776E+11	265.191613	832.38912	1	0.742405562
101314	0.000422386	811.5776786	475.8305964	0	0.877571071
101315	12839254.22	499.3816337	285.3895416	0	0.601027729
101316	1.64E-06	269.4080643	307.7708267	0	0.570867502
101317	0.000305659	102.4677672	614.1932779	0	0.516320418
101318	5.87E-06	171.9220436	578.6845124	0	0.231044561
101319	347057.1603	378.7274946	485.1731196	1	0.955158025
101320	1.51E-06	669.3700383	530.8850988	1	0.72131279
101321	63915722.05	352.0468403	769.7750761	0	0.308740056
101322	38.57220214	591.1499607	573.6609814	1	0.690158066
101323	1.11E-05	819.566171	229.7241419	1	0.444403723
101324	0.232160743	449.751752	600.7082998	0	0.782037511
101325	20135983.34	708.0413163	674.4584078	1	0.634388715
101326	84891459807	240.184196	704.3837257	0	0.993945273
101327	3521762.673	565.2257565	124.5108293	1	0.624461429
101328	129742732.7	416.2740724	309.3577174	1	0.091911612
101329	15.46439159	555.6184998	311.5574805	1	0.565192706
101330	0.019519091	652.3108158	699.8769463	1	0.496654988
101331	0.305243871	401.4139048	415.8875715	0	0.406965708
101332	7.25482E+11	218.4748475	639.8587744	1	0.465986922
101333	4.83E-06	270.3032494	541.7577228	1	0.0333295
101334	47.17889932	251.5324678	739.2785049	0	0.457018164
101335	14294.68753	433.48269	589.381257	1	0.488688779
101336	0.234104586	496.8084081	384.4310861	1	0.275197731
101337	79869245477	187.42607	545.0951863	1	0.201066204
101338	17383.5932	510.0065473	816.2467499	0	0.990199073
101339	322.071922	339.2443397	435.155823	0	0.16276184
101340	535.8056813	486.5164947	481.7779409	1	0.484794789
101341	7882692855	686.4264131	463.324568	1	0.187986948
101342	0.009885066	447.7713125	274.4435262	1	0.625051103
101343	0.000297044	541.4957842	827.1036881	1	0.671247605
101344	47860.3551	519.7897215	428.2685684	0	0.712061012
101345	544262.7817	527.2974814	474.0113966	0	0.757354662
101346	153088.9674	305.9863105	494.7031658	1	0.457443647
101347	7524.182282	580.7463296	719.19241	0	0.900483517
101348	15.210197	797.175439	62.18642026	0	0.075434189
101349	25.36601833	360.3138596	339.2649256	1	0.282208684
101350	3843390.479	308.4088814	797.8516663	1	0.874060041
101351	3.81E-06	895.4177738	319.3531734	0	0.24305557
101352	440751.7287	172.0246419	558.3496782	1	0.32306225
101353	0.00034096	409.9292978	529.4537086	0	0.620610189
101354	2.523919162	414.0151211	298.2180406	1	0.771250256
101355	8.15616E+11	695.6434411	652.6752861	1	0.667712626
101356	727.5182571	454.9344815	653.4231189	1	0.574190949
101357	573.2710512	468.4632011	608.0903931	1	0.84884494
101358	804527.3518	971.7095667	502.588992	1	0.421930258
101359	4364111.349	575.2601256	612.4728041	1	0.320579151
101360	6061346.6	458.1811115	685.1939058	1	0.368075368
101361	77061740.31	773.3386526	410.4065964	0	0.084925513
101362	27010511348	434.7314947	336.0990439	1	0.287129683
101363	136.8157321	627.5146795	292.9868784	0	0.951927535
101364	0.913184031	400.2713525	783.3810717	1	0.06499867
101365	3.94E-05	398.6478105	312.7489996	0	0.712055934
101366	8.20E-06	645.0022288	189.7021797	0	0.620044735
101367	92.56941897	687.5055716	816.0643032	0	0.941257798
101368	255.1050519	814.9900863	295.5146083	1	0.30418926
101369	6160057800	566.7336524	544.9020106	0	0.222781482
101370	4.88601E+11	541.8702185	395.0171071	0	0.704865465
101371	2.85E+20	800.6589346	400.2935552	1	0.606313275
101372	0.000132995	365.0005669	716.5930223	1	0.956615097
101373	24.57370672	765.3200592	368.4885505	0	0.934242418
101374	14.98945508	657.4994703	437.1789008	0	0.467899574
101375	0.00022488	697.5913573	569.7621547	1	0.001607637
101376	966.9155951	425.8234737	254.3795656	0	0.420486399
101377	10594959.63	771.2885465	513.6288329	1	0.657961361
101378	2.87E+18	360.5756359	555.0040925	0	0.809892468
101379	536474.62	557.4310048	-91.29418583	0	0.155571627
101380	3.45E-06	735.7639431	615.7500409	1	0.43879267
101381	0.000367686	619.9442056	868.0361383	1	0.817687023
101382	2.10E-05	763.0509437	565.2466797	0	0.188631651
101383	680114.1946	224.1537773	371.3890509	1	0.526539392
101384	27.66184554	342.5369885	354.55369	0	0.199307622
101385	0.000104534	378.1273216	748.2803902	1	0.069010064
101386	7.72E-06	480.4368697	742.6817644	0	0.18744867
101387	4041438826	774.0026765	621.5865689	0	0.521754183
101388	1.39924E+11	340.261163	940.0633037	0	0.530428433
101389	994.4419422	533.5961429	812.7273473	0	0.45024705
101390	2417.866953	63.63957708	790.9438898	1	0.349519056
101391	119048364.3	932.1011279	728.232519	1	0.237888362
101392	0.039439068	286.6419034	548.2169035	1	0.009043374
101393	609835085.5	570.9823622	43.2687673	0	0.004105859
101394	4.48284E+14	586.2426326	596.1135206	1	0.427165316
101395	1314912023	407.1465357	765.6114535	0	0.543319929
101396	15270.10971	423.0033897	339.8516742	0	0.567973457
101397	6.23E-06	719.2107142	515.7059063	0	0.688082305
101398	4.38174E+13	212.5659655	341.5382569	1	0.578970931
101399	1.27E-06	589.6738504	220.3820717	1	0.627277577
101400	52646.47729	313.6791503	111.6652075	1	0.806060881
101401	0.000512726	608.250807	564.6414606	1	0.57587279
101402	8.88E-07	486.4399741	577.1950478	1	0.747356478
101403	2.37347E+11	776.0738234	340.2272508	1	0.349664563
101404	6.28343E+11	375.8661837	709.9547891	1	0.854152505
101405	1.30E-06	562.7959528	-67.60869379	0	0.341394906
101406	96353.45136	257.7717103	770.7425211	1	0.004930517
101407	2.86900171	798.3640638	661.7188907	1	0.555201205
101408	9.14E-06	636.9156484	220.9802747	0	0.833064518
101409	3.95E-06	594.3585736	410.2943319	1	0.567620545
101410	0.037394387	903.8551038	337.5349003	0	0.533029782
101411	728.5879704	141.3365044	513.884399	0	0.723319323
101412	2.32E+16	572.1135006	446.6257764	0	0.306066848
101413	797191520.9	582.810167	386.9205707	0	0.558152902
101414	219.6851307	72.49547577	272.1575234	0	0.179741528
101415	3.532897347	304.9576471	810.56821	0	0.530285204
101416	0.004575625	300.2632811	95.50926348	0	0.223569043
101417	0.000517901	305.480333	791.2014147	1	0.085683943
101418	1744933761	270.7284666	281.179525	1	0.07571483
101419	190712255.5	449.150517	492.2011852	0	0.241823993
101420	2.31E-05	453.4530678	100.2401514	1	0.931947667
101421	0.159611116	291.1297139	829.8986624	0	0.731392281
101422	0.000222394	534.6865778	648.7275821	1	0.11851464
101423	2279852.63	428.3246243	476.2317814	0	0.706800394
101424	29086.87836	820.9097581	474.8284708	0	0.848219118
101425	0.00195559	831.0795703	697.9009571	1	0.812183423
101426	1018579.603	574.7905033	792.5583589	0	0.315915497
101427	48502083.9	531.1120872	334.2942209	0	0.620277306
101428	5702460.65	351.2206717	474.2916295	1	0.26100701
101429	0.414546382	494.0347799	752.3634283	1	0.925987169
101430	318481.503	385.4530255	441.8499381	1	0.397521885
101431	518795071.2	768.4017566	631.1400794	0	0.679032557
101432	96.44719722	264.2953121	470.0423371	0	0.105614559
101433	405838.5259	1.895597476	455.6338494	1	0.958071199
101434	1.286973844	550.8351884	284.8661685	1	0.624587714
101435	0.006861164	579.3741466	911.8200209	1	0.291609094
101436	0.611945967	823.4708423	669.7468749	0	0.312041616
101437	115795.2048	381.3040879	163.3523984	0	0.302330369
101438	7.176906561	612.2434767	848.6896034	1	0.177293679
101439	4826137.341	526.0928627	751.0079467	0	0.657023907
101440	0.003711226	705.7643132	377.0914043	0	0.134260492
101441	3099500.554	647.2645191	638.9809886	1	0.948049385
101442	101102.9342	653.5500979	477.4043011	1	0.143504697
101443	293.2543864	316.9538369	251.3824352	0	0.652502197
101444	0.018473146	289.4635958	379.8468568	0	0.383468467
101445	0.346011091	582.1616186	258.5129143	0	0.938062669
101446	7.763916352	552.4559811	528.5177171	1	0.766196518
101447	5.92E-05	575.3306203	604.2295124	1	0.99681823
101448	4.025966879	296.1738884	555.4771006	0	0.10222737
101449	3858.698692	691.4612017	512.8418179	0	0.624885004
101450	35.23809531	509.6363369	500.4417193	1	0.963590601
101451	1.01E-06	587.7342018	340.0729988	1	0.645642882
101452	0.093300551	498.0126619	169.524351	1	0.277222515
101453	85.38782737	825.2147992	382.2510249	1	0.738455363
101454	0.010582382	532.0195743	536.5166477	1	0.387975709
